row_id,metric_name,formula,formula_source,threshold,units,comparator,threshold_source,first_introduced_task,first_commit,source_file,source_line,rationale_text,affected_maps,later_versions,changed_without_calibration,decision_role,scientifically_defensible,current_recommendation,failure_implication,non_implication
T00389,renderer_acceptance_alpha,accumulated compositing opacity compared with tau_alpha,OFFICIAL_CODE_SEMANTICS,0,ratio,<,PROJECT_HEURISTIC,tum_splatam_global_progress_limitation_audit_v1,65b071debbb0dcbaca07c7b175d894e4b2ed2fcf,reproduction/cross_dataset/tum_splatam_global_progress_limitation_audit_v1/audit_core.py,82,"data = {""pr47_head"": source_b_identity.get(""pr47_head"") or PR47_HEAD, ""pr48_head"": source_b_identity.get(""head"") or git_head(""HEAD""), ""pr49_head"": PR49_HEAD, ""paused_paired20_branch"": ""tum-splatam-dt-triggered-v4c-paired20-v1"", ""paused_paired20_base"": PR49_HEAD, ""paused_manifest_path"": str(manifest), ""paused_manifest_sha256"": sha(manifest), ""paused_manifest_expected_sha256"": PAUSED_MANIFEST_SHA, ""paused_manifest_states"": dict(paused_states), ""paused_manifest_pause_status"": paused.get(""pause_stat",TUM,computed_in_threshold_version_history.json,True,LEGACY_UNCALIBRATED_HARD_GATE,False,downgrade_to_descriptive_or_conditionally_calibrated,support is missing or rejected under one renderer working point,does not alone prove or disprove route-conditioned navigation safety
T00390,renderer_acceptance_alpha,accumulated compositing opacity compared with tau_alpha,OFFICIAL_CODE_SEMANTICS,5.96046447754e-08,ratio,<=,PROJECT_HEURISTIC,safer_ellipsoid_solver_numerical_contract_calibration_v1,737f268a0a586063093729f3c71d6db164794c7f,reproduction/cross_dataset/safer_ellipsoid_solver_numerical_contract_calibration_v1/server_manifests/gaussian_slam_manifest_a.json,248,"""opacity_max_abs_diff"": 5.960464477539063e-08,",SAFER official,computed_in_threshold_version_history.json,True,LEGACY_UNCALIBRATED_HARD_GATE,False,downgrade_to_descriptive_or_conditionally_calibrated,support is missing or rejected under one renderer working point,does not alone prove or disprove route-conditioned navigation safety
T00391,renderer_acceptance_alpha,accumulated compositing opacity compared with tau_alpha,OFFICIAL_CODE_SEMANTICS,5.96046447754e-08,ratio,<=,PROJECT_HEURISTIC,tum_common_gaussian_map_adapter_qualification_v1,babc37d800ab461dc11bf880ecbdf0db43c8ad69,reproduction/cross_dataset/tum_common_gaussian_map_adapter_qualification_v1/gaussian_slam_native_render_parity_summary.json,6,"""adapter_alpha_max_abs"": 5.960464477539063e-08,",TUM,computed_in_threshold_version_history.json,True,LEGACY_UNCALIBRATED_HARD_GATE,False,downgrade_to_descriptive_or_conditionally_calibrated,support is missing or rejected under one renderer working point,does not alone prove or disprove route-conditioned navigation safety
T00392,renderer_acceptance_alpha,accumulated compositing opacity compared with tau_alpha,OFFICIAL_CODE_SEMANTICS,8.94069671631e-08,ratio,<=,PROJECT_HEURISTIC,tum_common_gaussian_map_adapter_qualification_v1,babc37d800ab461dc11bf880ecbdf0db43c8ad69,reproduction/cross_dataset/tum_common_gaussian_map_adapter_qualification_v1/external_map_asset_manifest_summary.json,80,"""opacity_max_abs_diff"": 8.940696716308594e-08,",TUM,computed_in_threshold_version_history.json,True,LEGACY_UNCALIBRATED_HARD_GATE,False,downgrade_to_descriptive_or_conditionally_calibrated,support is missing or rejected under one renderer working point,does not alone prove or disprove route-conditioned navigation safety
T00393,renderer_acceptance_alpha,accumulated compositing opacity compared with tau_alpha,OFFICIAL_CODE_SEMANTICS,1.19209289551e-07,ratio,<=,PROJECT_HEURISTIC,safer_ellipsoid_solver_numerical_contract_calibration_v1,737f268a0a586063093729f3c71d6db164794c7f,reproduction/cross_dataset/safer_ellipsoid_solver_numerical_contract_calibration_v1/server_manifests/gaussian_slam_manifest_a.json,137,"""opacity_max_abs_diff"": 1.1920928955078125e-07,",SAFER official,computed_in_threshold_version_history.json,True,LEGACY_UNCALIBRATED_HARD_GATE,False,downgrade_to_descriptive_or_conditionally_calibrated,support is missing or rejected under one renderer working point,does not alone prove or disprove route-conditioned navigation safety
T00394,renderer_acceptance_alpha,accumulated compositing opacity compared with tau_alpha,OFFICIAL_CODE_SEMANTICS,1.19209289551e-07,ratio,<=,PROJECT_HEURISTIC,tum_common_gaussian_map_adapter_qualification_v1,babc37d800ab461dc11bf880ecbdf0db43c8ad69,reproduction/cross_dataset/tum_common_gaussian_map_adapter_qualification_v1/gaussian_slam_native_render_parity_summary.json,18,"""adapter_alpha_max_abs"": 1.1920928955078125e-07,",TUM,computed_in_threshold_version_history.json,True,LEGACY_UNCALIBRATED_HARD_GATE,False,downgrade_to_descriptive_or_conditionally_calibrated,support is missing or rejected under one renderer working point,does not alone prove or disprove route-conditioned navigation safety
T00395,renderer_acceptance_alpha,accumulated compositing opacity compared with tau_alpha,OFFICIAL_CODE_SEMANTICS,1.78813934326e-07,ratio,<=,PROJECT_HEURISTIC,tum_common_gaussian_map_adapter_qualification_v1,babc37d800ab461dc11bf880ecbdf0db43c8ad69,reproduction/cross_dataset/tum_common_gaussian_map_adapter_qualification_v1/gaussian_slam_native_render_parity_summary.json,66,"""adapter_alpha_max_abs"": 1.7881393432617188e-07,",TUM,computed_in_threshold_version_history.json,True,LEGACY_UNCALIBRATED_HARD_GATE,False,downgrade_to_descriptive_or_conditionally_calibrated,support is missing or rejected under one renderer working point,does not alone prove or disprove route-conditioned navigation safety
T00396,renderer_acceptance_alpha,accumulated compositing opacity compared with tau_alpha,OFFICIAL_CODE_SEMANTICS,2.38418579102e-07,ratio,<=,PROJECT_HEURISTIC,tum_common_gaussian_map_adapter_qualification_v1,babc37d800ab461dc11bf880ecbdf0db43c8ad69,reproduction/cross_dataset/tum_common_gaussian_map_adapter_qualification_v1/gaussian_slam_native_render_parity_summary.json,90,"""adapter_alpha_max_abs"": 2.384185791015625e-07,",TUM,computed_in_threshold_version_history.json,True,LEGACY_UNCALIBRATED_HARD_GATE,False,downgrade_to_descriptive_or_conditionally_calibrated,support is missing or rejected under one renderer working point,does not alone prove or disprove route-conditioned navigation safety
T00397,renderer_acceptance_alpha,accumulated compositing opacity compared with tau_alpha,OFFICIAL_CODE_SEMANTICS,2.38418579102e-07,ratio,<=,PROJECT_HEURISTIC,tum_common_gaussian_map_adapter_qualification_v1,babc37d800ab461dc11bf880ecbdf0db43c8ad69,reproduction/cross_dataset/tum_common_gaussian_map_adapter_qualification_v1/splatam_native_render_parity_summary.json,43,"""alpha_max_abs"": 2.384185791015625e-07,",TUM,computed_in_threshold_version_history.json,True,LEGACY_UNCALIBRATED_HARD_GATE,False,downgrade_to_descriptive_or_conditionally_calibrated,support is missing or rejected under one renderer working point,does not alone prove or disprove route-conditioned navigation safety
T00398,renderer_acceptance_alpha,accumulated compositing opacity compared with tau_alpha,OFFICIAL_CODE_SEMANTICS,2.98023223877e-07,ratio,<=,PROJECT_HEURISTIC,tum_common_gaussian_map_adapter_qualification_v1,babc37d800ab461dc11bf880ecbdf0db43c8ad69,reproduction/cross_dataset/tum_common_gaussian_map_adapter_qualification_v1/splatam_native_render_parity_summary.json,16,"""alpha_max_abs"": 2.980232238769531e-07,",TUM,computed_in_threshold_version_history.json,True,LEGACY_UNCALIBRATED_HARD_GATE,False,downgrade_to_descriptive_or_conditionally_calibrated,support is missing or rejected under one renderer working point,does not alone prove or disprove route-conditioned navigation safety
T00399,renderer_acceptance_alpha,accumulated compositing opacity compared with tau_alpha,OFFICIAL_CODE_SEMANTICS,3.57627868652e-07,ratio,<=,PROJECT_HEURISTIC,tum_common_gaussian_map_adapter_qualification_v1,babc37d800ab461dc11bf880ecbdf0db43c8ad69,reproduction/cross_dataset/tum_common_gaussian_map_adapter_qualification_v1/splatam_native_render_parity_summary.json,7,"""alpha_max_abs"": 3.5762786865234375e-07,",TUM,computed_in_threshold_version_history.json,True,LEGACY_UNCALIBRATED_HARD_GATE,False,downgrade_to_descriptive_or_conditionally_calibrated,support is missing or rejected under one renderer working point,does not alone prove or disprove route-conditioned navigation safety
T00400,renderer_acceptance_alpha,accumulated compositing opacity compared with tau_alpha,OFFICIAL_CODE_SEMANTICS,4.76837158203e-07,ratio,<=,PROJECT_HEURISTIC,tum_common_gaussian_map_adapter_qualification_v1,babc37d800ab461dc11bf880ecbdf0db43c8ad69,reproduction/cross_dataset/tum_common_gaussian_map_adapter_qualification_v1/splatam_native_render_parity_summary.json,25,"""alpha_max_abs"": 4.76837158203125e-07,",TUM,computed_in_threshold_version_history.json,True,LEGACY_UNCALIBRATED_HARD_GATE,False,downgrade_to_descriptive_or_conditionally_calibrated,support is missing or rejected under one renderer working point,does not alone prove or disprove route-conditioned navigation safety
T00401,renderer_acceptance_alpha,accumulated compositing opacity compared with tau_alpha,OFFICIAL_CODE_SEMANTICS,6.55651092529e-07,ratio,<=,PROJECT_HEURISTIC,tum_common_gaussian_map_adapter_qualification_v1,babc37d800ab461dc11bf880ecbdf0db43c8ad69,reproduction/cross_dataset/tum_common_gaussian_map_adapter_qualification_v1/gaussian_slam_native_render_parity_summary.json,102,"""adapter_alpha_max_abs"": 6.556510925292969e-07,",TUM,computed_in_threshold_version_history.json,True,LEGACY_UNCALIBRATED_HARD_GATE,False,downgrade_to_descriptive_or_conditionally_calibrated,support is missing or rejected under one renderer working point,does not alone prove or disprove route-conditioned navigation safety
T00402,renderer_acceptance_alpha,accumulated compositing opacity compared with tau_alpha,OFFICIAL_CODE_SEMANTICS,1e-06,ratio,<,SOFTWARE_NUMERICAL_TOLERANCE,replica_rgbd_gaussian_mapping_frontend_qualification_v1,e2e6a48253df2a930f5dd0a3e09788adc5f53eb0,reproduction/cross_dataset/replica_rgbd_gaussian_mapping_frontend_qualification_v1/audit_replica_frontend_map_structure.py,20,"root=Path(load_json(summary)[""canonical_root""]); means=np.load(root/""means_world_m.npy"",mmap_mode=""r""); scales=np.load(root/""scales_linear_m.npy"",mmap_mode=""r""); quats=np.load(root/""quaternions_wxyz.npy"",mmap_mode=""r""); op=np.load(root/""opacities.npy"",mmap_mode=""r""); n=len(means); finite=bool(np.isfinite(means).all() and np.isfinite(scales).all() and np.isfinite(quats).all() and np.isfinite(op).all()); covariance=np.square(scales); qnorm=np.linalg.norm(quats,axis=1); duplicate=int(n-len(np.uniqu",Replica,computed_in_threshold_version_history.json,False,INTEGRITY_HARD_GATE,True,retain_as_integrity_gate,support is missing or rejected under one renderer working point,does not alone prove or disprove route-conditioned navigation safety
T00403,renderer_acceptance_alpha,accumulated compositing opacity compared with tau_alpha,OFFICIAL_CODE_SEMANTICS,1e-06,ratio,<,SOFTWARE_NUMERICAL_TOLERANCE,replica_splatfacto_native_baseline_qualification_v1,9501da9c4956c4be48ae474d01cf4d6038304e6b,reproduction/cross_dataset/replica_splatfacto_native_baseline_qualification_v1/audit_splatfacto_pilot_map_structure.py,24,"out={""status"":""SPLATFACTO_PILOT_MAP_STRUCTURE_FINITE"" if finite else ""SPLATFACTO_PILOT_MAP_STRUCTURE_NONFINITE"",""gaussian_count"":int(len(means)),""means_bbox_m"":[means.min(axis=0).tolist(),means.max(axis=0).tolist()],""scales_m"":{""min"":float(scales.min()),""p1"":float(np.quantile(scales,.01)),""median"":float(np.median(scales)),""p99"":float(np.quantile(scales,.99)),""max"":float(scales.max())},""opacity"":{""min"":float(op.min()),""median"":float(np.median(op)),""max"":float(op.max())},""quaternion_norm"":{""min"":f",Replica,computed_in_threshold_version_history.json,False,INTEGRITY_HARD_GATE,True,retain_as_integrity_gate,support is missing or rejected under one renderer working point,does not alone prove or disprove route-conditioned navigation safety
T00404,renderer_acceptance_alpha,accumulated compositing opacity compared with tau_alpha,OFFICIAL_CODE_SEMANTICS,3.33786010742e-06,ratio,<=,PROJECT_HEURISTIC,tum_common_gaussian_map_adapter_qualification_v1,babc37d800ab461dc11bf880ecbdf0db43c8ad69,reproduction/cross_dataset/tum_common_gaussian_map_adapter_qualification_v1/gaussian_slam_native_render_parity_summary.json,54,"""adapter_alpha_max_abs"": 3.337860107421875e-06,",TUM,computed_in_threshold_version_history.json,True,LEGACY_UNCALIBRATED_HARD_GATE,False,downgrade_to_descriptive_or_conditionally_calibrated,support is missing or rejected under one renderer working point,does not alone prove or disprove route-conditioned navigation safety
T00405,renderer_acceptance_alpha,accumulated compositing opacity compared with tau_alpha,OFFICIAL_CODE_SEMANTICS,1e-05,ratio,<=,SOFTWARE_NUMERICAL_TOLERANCE,replica_bounded_direct_goal_gt_gaussian_map_v1,a3caae6a3419e59931d17f258c572bd6d04c79a1,reproduction/cross_dataset/replica_bounded_direct_goal_gt_gaussian_map_v1/qualify_gt_gaussian_safer_g0.py,60,"result={""status"":""PASS"" if np.isfinite(h).all() and np.isfinite(grad).all() and np.isfinite(hess).all() and symmetry<=1e-5 and peak<=12*1024**3 else ""FAIL"",""query_count"":256,""repeats_in_this_process"":1,""radius_m"":.10,""epsilon_m"":.01,""distance_type"":""ball-to-ellipsoid"",""adapter"":""CanonicalGaussianSafetyMapAdapter linear-scale/probability-opacity"",""h_grad_hessian_finite"":True,""hessian_symmetry_relative_max"":symmetry,""active_index_sha256"":hashlib.sha256(active.tobytes()).hexdigest(),""runtime_s"":ela",Replica,computed_in_threshold_version_history.json,False,INTEGRITY_HARD_GATE,True,retain_as_integrity_gate,support is missing or rejected under one renderer working point,does not alone prove or disprove route-conditioned navigation safety
T00406,renderer_acceptance_alpha,accumulated compositing opacity compared with tau_alpha,OFFICIAL_CODE_SEMANTICS,0.0005,ratio,<,PROJECT_HEURISTIC,tum_splatam_global_progress_limitation_audit_v1,65b071debbb0dcbaca07c7b175d894e4b2ed2fcf,reproduction/cross_dataset/tum_splatam_global_progress_limitation_audit_v1/audit_core.py,82,"data = {""pr47_head"": source_b_identity.get(""pr47_head"") or PR47_HEAD, ""pr48_head"": source_b_identity.get(""head"") or git_head(""HEAD""), ""pr49_head"": PR49_HEAD, ""paused_paired20_branch"": ""tum-splatam-dt-triggered-v4c-paired20-v1"", ""paused_paired20_base"": PR49_HEAD, ""paused_manifest_path"": str(manifest), ""paused_manifest_sha256"": sha(manifest), ""paused_manifest_expected_sha256"": PAUSED_MANIFEST_SHA, ""paused_manifest_states"": dict(paused_states), ""paused_manifest_pause_status"": paused.get(""pause_stat",TUM,computed_in_threshold_version_history.json,True,LEGACY_UNCALIBRATED_HARD_GATE,False,downgrade_to_descriptive_or_conditionally_calibrated,support is missing or rejected under one renderer working point,does not alone prove or disprove route-conditioned navigation safety
T00407,renderer_acceptance_alpha,accumulated compositing opacity compared with tau_alpha,OFFICIAL_CODE_SEMANTICS,0.00084092374891,ratio,>=,PROJECT_HEURISTIC,tum_exact_pr33_c3_refinement_ablation_v1,873db911631d30f724c8547269454c6cc492cca0,reproduction/cross_dataset/tum_exact_pr33_c3_refinement_ablation_v1/e3_gaussian_numeric_summary.json,51,"""opacity_min"": 0.0008409237489104271,",TUM,computed_in_threshold_version_history.json,True,LEGACY_UNCALIBRATED_HARD_GATE,False,downgrade_to_descriptive_or_conditionally_calibrated,support is missing or rejected under one renderer working point,does not alone prove or disprove route-conditioned navigation safety
T00408,renderer_acceptance_alpha,accumulated compositing opacity compared with tau_alpha,OFFICIAL_CODE_SEMANTICS,0.000853186764289,ratio,>=,PROJECT_HEURISTIC,tum_tuned_surface_geometry_ablation_v1,9256d24ae1806cc0b2e54cb870fa24517f7c9cef,reproduction/cross_dataset/tum_tuned_surface_geometry_ablation_v1/final_candidate_summary.json,31,"""opacity_min"": 0.0008531867642886937",TUM,computed_in_threshold_version_history.json,True,LEGACY_UNCALIBRATED_HARD_GATE,False,downgrade_to_descriptive_or_conditionally_calibrated,support is missing or rejected under one renderer working point,does not alone prove or disprove route-conditioned navigation safety
T00409,renderer_acceptance_alpha,accumulated compositing opacity compared with tau_alpha,OFFICIAL_CODE_SEMANTICS,0.000853186764289,ratio,>=,PROJECT_HEURISTIC,tum_tuned_surface_geometry_ablation_v1,9256d24ae1806cc0b2e54cb870fa24517f7c9cef,reproduction/cross_dataset/tum_tuned_surface_geometry_ablation_v1/geometry_gate_result.json,43,"""opacity_min"": 0.0008531867642886937",TUM,computed_in_threshold_version_history.json,True,LEGACY_UNCALIBRATED_HARD_GATE,False,downgrade_to_descriptive_or_conditionally_calibrated,support is missing or rejected under one renderer working point,does not alone prove or disprove route-conditioned navigation safety
T00410,renderer_acceptance_alpha,accumulated compositing opacity compared with tau_alpha,OFFICIAL_CODE_SEMANTICS,0.00116996152792,ratio,>=,PROJECT_HEURISTIC,tum_tuned_surface_geometry_ablation_v1,9256d24ae1806cc0b2e54cb870fa24517f7c9cef,reproduction/cross_dataset/tum_tuned_surface_geometry_ablation_v1/baseline_reproducibility.json,33,"""opacity_min"": 0.0011699615279212594",TUM,computed_in_threshold_version_history.json,True,LEGACY_UNCALIBRATED_HARD_GATE,False,downgrade_to_descriptive_or_conditionally_calibrated,support is missing or rejected under one renderer working point,does not alone prove or disprove route-conditioned navigation safety
T00411,renderer_acceptance_alpha,accumulated compositing opacity compared with tau_alpha,OFFICIAL_CODE_SEMANTICS,0.00116996152792,ratio,>=,PROJECT_HEURISTIC,tum_tuned_surface_geometry_ablation_v1,9256d24ae1806cc0b2e54cb870fa24517f7c9cef,reproduction/cross_dataset/tum_tuned_surface_geometry_ablation_v1/candidate_6000_comparison.json,32,"""opacity_min"": 0.0011699615279212594",TUM,computed_in_threshold_version_history.json,True,LEGACY_UNCALIBRATED_HARD_GATE,False,downgrade_to_descriptive_or_conditionally_calibrated,support is missing or rejected under one renderer working point,does not alone prove or disprove route-conditioned navigation safety
T00412,renderer_acceptance_alpha,accumulated compositing opacity compared with tau_alpha,OFFICIAL_CODE_SEMANTICS,0.005,ratio,==,PROJECT_HEURISTIC,arkitscenes_splatam_canonical_learned_map_qualification_v1,1c55f67e7b93b098c672eb09ff483fd8d037fde9,reproduction/cross_dataset/arkitscenes_splatam_canonical_learned_map_qualification_v1/config/resolved_config_diff.json,71,"""final_removal_opacity_threshold"": 0.005,",ARKitScenes,computed_in_threshold_version_history.json,True,LEGACY_UNCALIBRATED_HARD_GATE,False,downgrade_to_descriptive_or_conditionally_calibrated,support is missing or rejected under one renderer working point,does not alone prove or disprove route-conditioned navigation safety
T00413,renderer_acceptance_alpha,accumulated compositing opacity compared with tau_alpha,OFFICIAL_CODE_SEMANTICS,0.005,ratio,==,PROJECT_HEURISTIC,arkitscenes_splatam_canonical_learned_map_qualification_v1,1c55f67e7b93b098c672eb09ff483fd8d037fde9,reproduction/cross_dataset/arkitscenes_splatam_canonical_learned_map_qualification_v1/config/splatam_arkitscenes_baseline_config.py,35,"'final_removal_opacity_threshold': 0.005,",ARKitScenes,computed_in_threshold_version_history.json,True,LEGACY_UNCALIBRATED_HARD_GATE,False,downgrade_to_descriptive_or_conditionally_calibrated,support is missing or rejected under one renderer working point,does not alone prove or disprove route-conditioned navigation safety
T00414,renderer_acceptance_alpha,accumulated compositing opacity compared with tau_alpha,OFFICIAL_CODE_SEMANTICS,0.005,ratio,==,PROJECT_HEURISTIC,arkitscenes_splatam_canonical_learned_map_qualification_v1,1c55f67e7b93b098c672eb09ff483fd8d037fde9,reproduction/cross_dataset/arkitscenes_splatam_canonical_learned_map_qualification_v1/config/splatam_arkitscenes_smoke_config.py,35,"'final_removal_opacity_threshold': 0.005,",ARKitScenes,computed_in_threshold_version_history.json,True,LEGACY_UNCALIBRATED_HARD_GATE,False,downgrade_to_descriptive_or_conditionally_calibrated,support is missing or rejected under one renderer working point,does not alone prove or disprove route-conditioned navigation safety
T00415,renderer_acceptance_alpha,accumulated compositing opacity compared with tau_alpha,OFFICIAL_CODE_SEMANTICS,0.005,ratio,==,PROJECT_HEURISTIC,arkitscenes_splatam_m1_learned_map_qualification_v1,26695aed7dec199c40ef7977e1885fdc2d2ecca1,reproduction/cross_dataset/arkitscenes_splatam_m1_learned_map_qualification_v1/config/formal.py,34,"'final_removal_opacity_threshold': 0.005,",ARKitScenes,computed_in_threshold_version_history.json,True,LEGACY_UNCALIBRATED_HARD_GATE,False,downgrade_to_descriptive_or_conditionally_calibrated,support is missing or rejected under one renderer working point,does not alone prove or disprove route-conditioned navigation safety
T00416,renderer_acceptance_alpha,accumulated compositing opacity compared with tau_alpha,OFFICIAL_CODE_SEMANTICS,0.005,ratio,==,PROJECT_HEURISTIC,arkitscenes_splatam_m1_learned_map_qualification_v1,26695aed7dec199c40ef7977e1885fdc2d2ecca1,reproduction/cross_dataset/arkitscenes_splatam_m1_learned_map_qualification_v1/config/resolved_config_diff.json,5,"""final_removal_opacity_threshold"": 0.005,",ARKitScenes,computed_in_threshold_version_history.json,True,LEGACY_UNCALIBRATED_HARD_GATE,False,downgrade_to_descriptive_or_conditionally_calibrated,support is missing or rejected under one renderer working point,does not alone prove or disprove route-conditioned navigation safety
T00417,renderer_acceptance_alpha,accumulated compositing opacity compared with tau_alpha,OFFICIAL_CODE_SEMANTICS,0.005,ratio,==,PROJECT_HEURISTIC,arkitscenes_splatam_m1_learned_map_qualification_v1,26695aed7dec199c40ef7977e1885fdc2d2ecca1,reproduction/cross_dataset/arkitscenes_splatam_m1_learned_map_qualification_v1/config/smoke_a.py,34,"'final_removal_opacity_threshold': 0.005,",ARKitScenes,computed_in_threshold_version_history.json,True,LEGACY_UNCALIBRATED_HARD_GATE,False,downgrade_to_descriptive_or_conditionally_calibrated,support is missing or rejected under one renderer working point,does not alone prove or disprove route-conditioned navigation safety
T00418,renderer_acceptance_alpha,accumulated compositing opacity compared with tau_alpha,OFFICIAL_CODE_SEMANTICS,0.005,ratio,==,PROJECT_HEURISTIC,arkitscenes_splatam_m1_learned_map_qualification_v1,26695aed7dec199c40ef7977e1885fdc2d2ecca1,reproduction/cross_dataset/arkitscenes_splatam_m1_learned_map_qualification_v1/config/smoke_b.py,34,"'final_removal_opacity_threshold': 0.005,",ARKitScenes,computed_in_threshold_version_history.json,True,LEGACY_UNCALIBRATED_HARD_GATE,False,downgrade_to_descriptive_or_conditionally_calibrated,support is missing or rejected under one renderer working point,does not alone prove or disprove route-conditioned navigation safety
T00419,renderer_acceptance_alpha,accumulated compositing opacity compared with tau_alpha,OFFICIAL_CODE_SEMANTICS,0.005,ratio,==,PROJECT_HEURISTIC,tum_rgbd_gaussian_baseline_comparison_v1,e7d27e9ffa9e2314c38c62fee5a612ef6bac5a0c,reproduction/cross_dataset/tum_rgbd_gaussian_baseline_comparison_v1/patch_splatam_gtpose_map_only.py,28,"densify_dict=dict(start_after=500, remove_big_after=3000, stop_after=15000, densify_every=100, grad_thresh=0.0002, num_to_split_into=2, removal_opacity_threshold=0.005, final_removal_opacity_threshold=0.005, reset_opacities=True, reset_opacities_every=3000)),",TUM,computed_in_threshold_version_history.json,True,LEGACY_UNCALIBRATED_HARD_GATE,False,downgrade_to_descriptive_or_conditionally_calibrated,support is missing or rejected under one renderer working point,does not alone prove or disprove route-conditioned navigation safety
T00420,renderer_acceptance_alpha,accumulated compositing opacity compared with tau_alpha,OFFICIAL_CODE_SEMANTICS,0.015,ratio,<=,PROJECT_HEURISTIC,tum_splatam_direct_safe_baseline_gate_v1,b8071042015745bc55fa3e109ab1292a3b715f2a,reproduction/cross_dataset/tum_splatam_direct_safe_baseline_gate_v1/run_original_safer_baseline_v1_1.py,20,"RADIUS, ALPHA, BETA, DT, MAX_STEPS, GOAL_TOLERANCE = 0.015, 5.0, 1.0, 0.05, 800, 0.001",TUM,computed_in_threshold_version_history.json,True,LEGACY_UNCALIBRATED_HARD_GATE,False,downgrade_to_descriptive_or_conditionally_calibrated,support is missing or rejected under one renderer working point,does not alone prove or disprove route-conditioned navigation safety
T00421,renderer_acceptance_alpha,accumulated compositing opacity compared with tau_alpha,OFFICIAL_CODE_SEMANTICS,0.015,ratio,<=,PROJECT_HEURISTIC,tum_splatam_dt_triggered_v4c_recovery_v1,519478a541ab114e7877b365b93e54a0b049e119,reproduction/cross_dataset/tum_splatam_dt_triggered_v4c_recovery_v1/input_identity_summary.json,1,"{""server_checkout"":""f63b4c496861c4f8881348d74244c1ff9a528d51"",""map_gaussians"":5464102,""transforms_sha256"":""b6a685f4b1a5b2ff3bb9b389c63a138a58119b19dd5cb6d7f671282aeecad29a"",""radius"":0.015,""alpha"":5.0,""beta"":1.0,""dt"":0.05,""max_steps"":800,""goal_tolerance"":0.001,""integrator"":""x_next=x+0.05*[v,u]""}",TUM,computed_in_threshold_version_history.json,True,LEGACY_UNCALIBRATED_HARD_GATE,False,downgrade_to_descriptive_or_conditionally_calibrated,support is missing or rejected under one renderer working point,does not alone prove or disprove route-conditioned navigation safety
T00422,renderer_acceptance_alpha,accumulated compositing opacity compared with tau_alpha,OFFICIAL_CODE_SEMANTICS,0.015,ratio,<=,PROJECT_HEURISTIC,tum_splatam_global_progress_limitation_audit_v1,f98310f8aefa9b374c5f9af7ca7103b10e447ebf,reproduction/cross_dataset/tum_splatam_global_progress_limitation_audit_v1/navigation_protocol_gap_audit_v1/TUM_NAVIGATION_PROTOCOL_GAP_AUDIT_V1.md,26,"assert frozen == {""radius"": 0.015, ""alpha"": 5.0, ""beta"": 1.0, ""dt"": 0.05,",TUM,computed_in_threshold_version_history.json,True,LEGACY_UNCALIBRATED_HARD_GATE,False,downgrade_to_descriptive_or_conditionally_calibrated,support is missing or rejected under one renderer working point,does not alone prove or disprove route-conditioned navigation safety
T00423,renderer_acceptance_alpha,accumulated compositing opacity compared with tau_alpha,OFFICIAL_CODE_SEMANTICS,0.5,ratio,>=,PROJECT_HEURISTIC,historical_cross_dataset_protocols,UNRESOLVED_FROM_AVAILABLE_HISTORY,multiple_historical_records,0,Canonical historical hard gate recovered from repeated protocol records.,multiple,computed_in_threshold_version_history.json,True,LEGACY_UNCALIBRATED_HARD_GATE,False,downgrade_to_descriptive_or_conditionally_calibrated,support is missing or rejected under one renderer working point,does not alone prove or disprove route-conditioned navigation safety
T00424,renderer_acceptance_alpha,accumulated compositing opacity compared with tau_alpha,OFFICIAL_CODE_SEMANTICS,1,ratio,<=,PROJECT_HEURISTIC,arkitscenes_splatam_m1_learned_map_qualification_v1,26695aed7dec199c40ef7977e1885fdc2d2ecca1,reproduction/cross_dataset/arkitscenes_splatam_m1_learned_map_qualification_v1/export_and_heldout_eval.py,81,"""opacity_probability"": bool(((arrays[""opacities_probability""] >= 0) & (arrays[""opacities_probability""] <= 1)).all()),",ARKitScenes,computed_in_threshold_version_history.json,True,LEGACY_UNCALIBRATED_HARD_GATE,False,downgrade_to_descriptive_or_conditionally_calibrated,support is missing or rejected under one renderer working point,does not alone prove or disprove route-conditioned navigation safety
T00425,renderer_acceptance_alpha,accumulated compositing opacity compared with tau_alpha,OFFICIAL_CODE_SEMANTICS,1,ratio,>,SOFTWARE_NUMERICAL_TOLERANCE,replica_rgbd_gaussian_mapping_frontend_qualification_v1,e2e6a48253df2a930f5dd0a3e09788adc5f53eb0,reproduction/cross_dataset/replica_rgbd_gaussian_mapping_frontend_qualification_v1/audit_replica_frontend_map_structure.py,20,"root=Path(load_json(summary)[""canonical_root""]); means=np.load(root/""means_world_m.npy"",mmap_mode=""r""); scales=np.load(root/""scales_linear_m.npy"",mmap_mode=""r""); quats=np.load(root/""quaternions_wxyz.npy"",mmap_mode=""r""); op=np.load(root/""opacities.npy"",mmap_mode=""r""); n=len(means); finite=bool(np.isfinite(means).all() and np.isfinite(scales).all() and np.isfinite(quats).all() and np.isfinite(op).all()); covariance=np.square(scales); qnorm=np.linalg.norm(quats,axis=1); duplicate=int(n-len(np.uniqu",Replica,computed_in_threshold_version_history.json,False,INTEGRITY_HARD_GATE,True,retain_as_integrity_gate,support is missing or rejected under one renderer working point,does not alone prove or disprove route-conditioned navigation safety
